id,name,neighbourhood,latitude,longitude,room_type,property_type,price,minimum_nights,number_of_reviews,reviews_per_month,availability_365,host_is_superhost,instant_bookable
90676,Short North - Italianate Cottage,Neighborhood highlights,39.98366,-83.00252,Entire home/apt,Entire home,128,1,868,5.11,155,t,f
591101,Bellows Studio Loft  Apartment,Neighborhood highlights,39.96041,-82.98005,Private room,Private room in loft,112,2,342,2.14,339,t,f
927867,Full Private Room at the Hostel,Neighborhood highlights,40.01259,-83.00164,Private room,Private room in hostel,105,1,82,0.56,292,f,f
1183297,Hannah's Haus**Prime location in German Village**,Neighborhood highlights,39.95164,-82.99434,Entire home/apt,Entire home,253,30,87,1.8,288,t,f
1217678,Comfortable rooms in Clintonville 1,Neighborhood highlights,40.03869,-83.01728,Private room,Private room in home,74,1,283,1.9,342,t,f
1286887,"The Red Stable German Village Airbnb, entire home!",Neighborhood highlights,39.94548,-82.99245,Entire home/apt,Entire home,181,3,196,1.33,269,t,f
1321192,Downtown! Beautiful Historic Old Oaks Home!,Neighborhood highlights,39.95288,-82.96715,Entire home/apt,Entire home,270,1,68,0.47,352,f,f
1336145,Comfortable rooms in Clintonville 2,Neighborhood highlights,40.0369,-83.01677,Private room,Private room in home,74,1,223,1.52,349,t,f
2134901,Terrific Apt just south of OSU,Neighborhood highlights,39.98744,-83.01632,Entire home/apt,Entire rental unit,150,30,35,0.25,279,t,f
2172026,Mid-Century Sweet Little Apartment,Neighborhood highlights,39.98576,-83.01092,Entire home/apt,Entire rental unit,155,30,42,0.3,40,t,f
2227278,German Village Getaway,Neighborhood highlights,39.94092,-82.98748,Entire home/apt,Entire home,258,3,4,0.04,291,f,f
2262958,Great apartment with extra rooms,Neighborhood highlights,39.98675,-83.01279,Entire home/apt,Entire rental unit,186,30,46,0.34,287,t,f
2349920,Eclectic Short North Escape. FREE Parking!,Neighborhood highlights,39.98596,-83.00282,Entire home/apt,Entire home,206,2,231,1.63,324,f,f
3193181,LUXURY LIVING on a budget,Neighborhood highlights,40.00681,-82.9734,Entire home/apt,Entire rental unit,70,30,163,1.18,60,t,f
3731977,Relaxation Near Easton + Theater Room!,Neighborhood highlights,40.08947,-82.88701,Private room,Private room in home,56,30,60,0.48,273,t,f
3750603,Private bedroom downtown! Historic Old Oaks,Neighborhood highlights,39.95175,-82.96688,Private room,Private room in home,72,1,21,0.15,10,f,f
3940646,The Manor-  3rd FL. Loft Apt. - Close to Downtown,Neighborhood highlights,39.9659,-82.97557,Entire home/apt,Entire rental unit,80,1,567,5.52,213,t,f
3975468,"Serial Entrepreneur-Ship (""S.E.S"")",Neighborhood highlights,40.00709,-82.97442,Private room,Private room in rental unit,60,30,68,0.51,90,t,f
4679761,King Private Room at the Hostel,Neighborhood highlights,40.01257,-83.00159,Private room,Private room in hostel,116,1,87,0.77,279,f,f
5297763,Family Friendly + Fairground/OSU + K9s Welcome,Neighborhood highlights,39.98849,-83.00129,Entire home/apt,Entire townhouse,114,2,491,3.91,241,t,f
5820556,Pet Friendly Ext Stay Short North/OSU!,Neighborhood highlights,39.98992,-83.00427,Entire home/apt,Entire condo,130,5,171,1.35,350,f,f
6214751,1 Bedroom Lower Level Apartment,Neighborhood highlights,39.96606,-82.96446,Entire home/apt,Entire rental unit,83,1,137,1.09,9,f,f
6391158,"Your  Home in Columbus ,Ohio 43230",Neighborhood highlights,40.0636,-82.8546,Private room,Private room in home,60,1,259,2.06,361,t,f
6416756,Your home in Columbus 43230,Neighborhood highlights,40.06335,-82.85319,Private room,Private room in villa,69,1,214,1.71,360,t,f
6624355,Artist paradise by the River,Neighborhood highlights,40.02752,-83.02348,Entire home/apt,Entire home,76,1,108,0.93,332,t,f
6805322,The Short S.T.O.P.P,Neighborhood highlights,40.00632,-82.97504,Shared room,Shared room in rental unit,43,30,47,0.38,90,t,f
6883920,SERENITY in NW Columbus!,Neighborhood highlights,40.06479,-83.12121,Entire home/apt,Entire bungalow,267,2,86,0.69,346,t,f
6924472,Quiet 3rd Flr Room Blocks to OSU Campus+Med Center,Neighborhood highlights,39.99228,-83.01179,Private room,Private room in home,56,1,455,3.81,354,t,t
7061726,Fairground/OSU + K9s Welcome | Family Friendly,Neighborhood highlights,39.9883,-83.00101,Entire home/apt,Entire townhouse,131,2,495,3.99,253,t,f
7474783,Private Bedroom/Bathroom Close to Downtown,Neighborhood highlights,39.96348,-82.9519,Private room,Private room in home,71,1,182,4.29,334,t,f
7564891,Tulsa #3 Nicely Priced Bedroom,Neighborhood highlights,40.06467,-82.98839,Private room,Private room in home,26,30,16,0.13,165,f,f
7617016,Tulsa #1 Shared House Master Bedroom,Neighborhood highlights,40.06467,-82.98839,Private room,Private room in home,29,30,21,0.17,171,f,f
7637541,Tulsa #4 Nicely Priced Bedroom,Neighborhood highlights,40.06466,-82.98839,Private room,Private room in home,26,30,20,0.18,176,f,f
7771588,1BR Apt. on Clintonville Ravine,Neighborhood highlights,40.0195,-83.00268,Entire home/apt,Entire rental unit,89,3,177,1.47,49,t,f
8507146,Tulsa #6 Nicely Priced Bedroom,Neighborhood highlights,40.06467,-82.98839,Private room,Private room in home,26,30,22,0.2,179,f,f
8578379,Beautiful Olde Towne East Home close to Downtown,Neighborhood highlights,39.96192,-82.97329,Private room,Private room in home,35,1,893,7.35,290,t,f
8688424,Fabulous private apartment inside beautiful home,Neighborhood highlights,40.06375,-83.10037,Entire home/apt,Entire rental unit,108,2,142,1.17,356,t,f
9169196,Victorian Home in the Short North/OSU,Neighborhood highlights,39.98942,-83.00859,Entire home/apt,Entire home,209,2,72,0.67,49,t,f
9561460,Map Room - Olde Towne/Franklin Park-Historic,Neighborhood highlights,39.96034463228328,-82.95054054,Private room,Private room in home,82,1,807,6.79,356,t,f
10016466,Modern Industrial Loft Space Fully Renovated,Neighborhood highlights,39.98234,-83.02128,Entire home/apt,Entire guest suite,320,2,105,0.88,90,f,f
10383297,East Columbus Suburbs with private bath,Neighborhood highlights,39.9993,-82.78244,Private room,Private room in home,41,1,609,5.18,342,t,f
10613716,Pet-friendly 4BD/2B 1/2 Duplex by Downtown/OTE,Neighborhood highlights,39.96971,-82.9764,Entire home/apt,Entire home,147,2,40,1.02,166,t,f
11047105,Garden Manor Guest House Air BnB,Neighborhood highlights,39.96722,-82.97345,Entire home/apt,Entire guesthouse,136,2,293,2.5,111,t,f
12631194,K9s Welcome-Fairground/OSU-Parking,Neighborhood highlights,39.98713,-83.00227,Entire home/apt,Entire townhouse,123,2,494,4.42,247,t,f
12737365,Private Bedroom and Bath in Dublin/Hilliard Ohio,Neighborhood highlights,40.0599,-83.11814,Private room,Private room in home,74,1,696,6.15,350,t,f
12751583,Heart of Olde Towne East Loft,Neighborhood highlights,39.96298,-82.97759,Entire home/apt,Entire condo,191,1,365,3.24,159,t,f
12755075,Quaint 1920s Townhouse,Neighborhood highlights,39.92877,-82.9928,Entire home/apt,Entire townhouse,55,1,183,1.63,335,t,f
12972937,Historic German Village Apartment,Neighborhood highlights,39.95,-82.99665,Entire home/apt,Entire rental unit,225,2,68,0.6,362,f,f
13045810,Perfect for couples get away or singles traveling,Neighborhood highlights,40.09965,-82.97282,Private room,Private room in home,52,1,499,5.05,315,t,f
13083807,OSU #B-3 Great Place!,Neighborhood highlights,40.00381,-82.99725,Private room,Private room in rental unit,27,30,7,0.29,179,f,f
13223833,Welcome! Share my home on Columbus's Westside :),Neighborhood highlights,40.00983,-83.14662,Private room,Private room in condo,52,4,129,1.15,336,t,f
13994248,"Rustic Townhouse by Mapfre, Osu, Short North & Downtown",Neighborhood highlights,40.0186,-82.99732,Entire home/apt,Entire townhouse,180,2,324,2.94,328,t,f
14042295,Short North Carriage House,Neighborhood highlights,39.98457,-83.00239,Entire home/apt,Entire guesthouse,103,1,997,9.06,151,t,f
14245905,Stunning Creek Front Retreat - Water Views - 2BR,Neighborhood highlights,39.97061,-82.94977,Entire home/apt,Entire guesthouse,126,1,184,1.91,179,t,f
14356430,Cozy private bedroom-Monthly welcome,Neighborhood highlights,39.97412,-82.94917,Private room,Private room in home,29,30,54,0.54,248,t,t
14401125,Lower level Studio Apt in residential home,Neighborhood highlights,39.90443,-82.98702,Private room,Private room in home,37,30,11,0.27,328,f,f
14716920,"""Quiet Neighborhood, 10 min to the airport""",Neighborhood highlights,40.0719,-82.91689,Entire home/apt,Entire home,81,1,60,0.55,74,f,f
14901086,Sweet little room/calm neighborhood,Neighborhood highlights,40.102318,-82.979515,Private room,Private room in home,42,3,280,2.79,52,t,f
14928551,Fairground/OSU | K9s Welcome | Large Group Stay,Neighborhood highlights,40.0048,-82.99963,Entire home/apt,Entire townhouse,152,2,242,2.23,258,t,f
14949691,Beautiful spacious suite with gym.,Neighborhood highlights,39.98189,-82.99833,Private room,Private room in home,77,2,272,2.48,334,t,f
15008883,Chef Kitchen | 4 Queen | High St .2mi | Parking,Neighborhood highlights,39.97896,-83.00106,Entire home/apt,Entire home,175,2,347,3.17,246,t,f
15017759,"Sweet Suite in Historic Woodland Park, downtown",Neighborhood highlights,39.97084,-82.96018,Entire home/apt,Entire loft,55,28,56,0.53,224,t,f
15478932,Converted Historic Railroad House,Neighborhood highlights,39.93308,-82.99036,Entire home/apt,Entire home,77,30,316,2.91,323,t,f
15551815,Centrally Located Modern Home with Private Bath,Neighborhood highlights,40.01603,-83.00991,Private room,Private room in home,65,30,31,0.29,150,f,f
15552200,Short North Apartment just steps from ~EVERYTHING!,Neighborhood highlights,39.98721,-83.0074,Entire home/apt,Entire rental unit,110,30,138,1.28,298,t,f
15929897,Guest Suite @ OSU & Short North Arts District,Neighborhood highlights,39.98976,-83.0109,Entire home/apt,Entire guest suite,72,2,578,5.48,169,t,f
16299456,A Zen Art Oasis - Private Guest Room,Neighborhood highlights,39.98365,-83.01283,Private room,Private room in home,107,30,53,0.5,365,f,f
16553536,Taste the REIGNbow,Neighborhood highlights,40.00842,-82.97403,Entire home/apt,Entire rental unit,72,30,52,0.49,180,t,f
16754197,The Gallery (Short North/OSU/Downtown),Neighborhood highlights,39.98846,-83.0073,Entire home/apt,Entire rental unit,87,1,673,6.59,330,t,t
17031250,3 Bed Vacant House in E. Franklinton near Downtown,Neighborhood highlights,39.95575,-83.01614,Entire home/apt,Entire home,67,14,3,0.03,65,t,f
17071735,Historic Home overlooking Goodale Park,Neighborhood highlights,39.97792,-83.00915,Entire home/apt,Entire guest suite,207,2,220,2.11,149,t,f
17265759,Loft Carriage House—Short North/Convention Center,Neighborhood highlights,39.97706,-83.00775,Entire home/apt,Entire loft,127,2,159,1.53,260,f,f
17365804,K9 Welcome-Fairground/OSU-Parking,Neighborhood highlights,39.98807,-83.00207,Entire home/apt,Entire townhouse,99,2,452,4.33,244,t,f
18155378,Private Room w/ Workspace in the Heart of Columbus,Neighborhood highlights,39.98181,-83.01353,Private room,Private room in home,68,2,71,0.69,340,t,f
18577026,Cozy Townhome Next to OSU and Short North (B),Neighborhood highlights,39.99076,-83.00652,Entire home/apt,Entire rental unit,150,30,194,1.91,332,t,f
18631993,Short North Studio Apt. w/Off-street Parking,Neighborhood highlights,39.98346,-83.0065,Entire home/apt,Entire rental unit,80,7,436,4.5,156,t,f
18754945,Grandview Post-War Charmer,Neighborhood highlights,39.99031,-83.03687,Entire home/apt,Entire home,144,2,367,3.62,179,t,f
18930516,Short North Carriage House next to Goodale Park,Neighborhood highlights,39.978,-83.00951,Entire home/apt,Entire guesthouse,143,1,577,5.73,151,t,t
19177571,Cozy Room in Victorian Village Home,Neighborhood highlights,39.98357,-83.01179,Private room,Private room in home,71,2,79,0.78,356,f,f
19183032,Triple Private Room at the Hostel,Neighborhood highlights,40.01257,-83.00159,Private room,Private room in hostel,144,1,22,0.23,193,f,f
19183954,Family Room at the Hostel,Neighborhood highlights,40.01257,-83.00159,Private room,Private room in hostel,220,1,17,0.17,202,f,f
19291780,Airport /Easton/Bedroom Suite,Neighborhood highlights,40.03322,-82.92499,Private room,Private room in home,63,1,30,0.3,85,f,f
19469926,Short North/Central Italian Village Home,Neighborhood highlights,39.98146,-82.99968,Entire home/apt,Entire home,363,1,190,1.93,246,t,f
19700416,Peaceful room in a quiet court,Neighborhood highlights,40.10234,-82.98126,Private room,Private room in home,42,5,127,1.28,64,t,f
19768209,Almost Bexley Near Airport Cozy Guest Room,Neighborhood highlights,39.96605,-82.92349,Private room,Private room in home,52,30,25,0.51,132,t,f
19840029,Historic Studio Loft - Primo Location,Neighborhood highlights,39.97467,-83.00347,Entire home/apt,Entire rental unit,82,2,453,4.64,280,t,f
19861283,"Bright Modern Flat  -Long Term Discount, Inquire",Neighborhood highlights,39.96433,-82.9978,Entire home/apt,Entire rental unit,65,30,101,1.04,202,f,f
19961055,Spacious home close to OSU ft. off street parking,Neighborhood highlights,40.01396,-83.00991,Entire home/apt,Entire home,287,2,56,0.57,238,t,f
20047598,Beechwold Bungalow - Clean & Conveniently Located,Neighborhood highlights,40.05389,-83.01478,Entire home/apt,Entire home,111,2,178,4.51,138,t,f
20469877,Fairground/OSU | K9s Welcome | Large Group Stay,Neighborhood highlights,40.00672,-82.99916,Entire home/apt,Entire townhouse,190,2,248,2.53,243,t,f
20754302,Art at 185 German Village,Neighborhood highlights,39.94747,-82.99168,Entire home/apt,Entire guesthouse,88,1,755,7.73,136,t,f
20871689,Short North 4BR 2 Bath FREE PARKING + WiFi,Neighborhood highlights,39.98072,-83.01231,Entire home/apt,Entire home,141,3,245,2.54,231,f,f
21028711,Townhouse in University District,Neighborhood highlights,40.00779,-83.002296,Entire home/apt,Entire rental unit,75,2,30,1.22,229,f,f
21028916,Sophia's Sunny Place Columbus Ohio,Neighborhood highlights,40.01904,-83.04461,Entire home/apt,Entire home,252,3,230,2.38,246,t,f
21071138,Huge Downtown Apartment +Free Parking +300MB Wifi,Neighborhood highlights,39.9561,-82.99804,Entire home/apt,Entire rental unit,147,30,171,1.76,328,t,f
21186596,Luxury three story apartment in SHORT NORTH,Neighborhood highlights,39.97945,-83.00499,Entire home/apt,Entire rental unit,209,30,99,1.02,363,f,f
21475354,Newly Renovated Space,Neighborhood highlights,39.93208,-82.99704,Private room,Private room in home,43,30,30,0.31,180,f,f
21477953,Comfy & Cozy 1 Bedroom,Neighborhood highlights,40.07625,-82.97169,Private room,Private room in home,51,7,178,2.12,45,f,f
21526768,harrison haus,Neighborhood highlights,39.98022,-83.01461,Entire home/apt,Entire home,324,1,426,4.43,312,t,f
21864282,*Closest* Airbnb to OSU Campus/Stadium/Med Center!,Neighborhood highlights,39.99251,-83.01203,Private room,Private room in home,43,28,188,1.97,321,t,f
22016352,Weinland/Short North Modern & Rustic Townhome,Neighborhood highlights,39.98926,-82.99649,Entire home/apt,Entire home,135,1,909,9.63,344,t,f
22060949,"Cozy, Convenient Short North 2BR/1.5B Free Parking",Neighborhood highlights,39.98212,-82.99892,Entire home/apt,Entire townhouse,125,2,352,3.74,165,t,f
22481727,The Legacy House - Your Home Away From Home,Neighborhood highlights,39.98144,-82.99304,Entire home/apt,Entire home,115,3,144,1.56,365,f,t
22829374,Walk to Stadium | Starbucks on Corner | Near Shops,Neighborhood highlights,39.98578,-83.03515,Entire home/apt,Entire rental unit,136,1,442,4.74,179,t,t
22920809,Private Carriage House - Garage Parking,Neighborhood highlights,39.98522,-83.00095,Entire home/apt,Entire home,88,2,378,4.12,316,t,f
23004939,Colorful Restored Red Brick with Backyard Patio,Neighborhood highlights,40.03151,-83.01084,Entire home/apt,Entire townhouse,203,1,213,2.29,328,t,f
23005234,Tiny Blue House! Close to Short North & Downtown!,Neighborhood highlights,39.98345,-82.99742,Entire home/apt,Entire home,103,4,155,1.68,260,f,f
23145906,Italian Village Carriage House + Parking,Neighborhood highlights,39.98264,-82.99845,Entire home/apt,Entire home,130,2,342,4.34,91,t,t
23371418,Olde Towne East/Children's Hospital Historic House,Neighborhood highlights,39.95526,-82.97619,Entire home/apt,Entire condo,122,1,345,4.04,360,f,f
23379800,Newly Renovated Short North Guesthouse,Neighborhood highlights,39.98316,-83.002,Entire home/apt,Entire guesthouse,83,1,488,5.3,251,t,t
23462639,"8 Bedroom Short North Home, Large Groups Welcome",Neighborhood highlights,39.97672,-83.00161,Entire home/apt,Entire home,1897,3,6,0.07,235,f,t
23469529,The White Brick Studio @ OSU & Short North,Neighborhood highlights,39.9907,-83.01131,Entire home/apt,Entire rental unit,77,2,522,5.7,169,t,f
23521285,SOHUD Treetop Townhouse (C),Neighborhood highlights,40.01454,-83.00235,Entire home/apt,Entire rental unit,47,90,111,1.21,96,t,f
23582919,Brewery District Homestead,Neighborhood highlights,39.9474,-82.99925,Entire home/apt,Entire home,160,2,436,4.76,180,t,f
24036884,Valleyview Suite,Neighborhood highlights,39.95993,-83.08797,Entire home/apt,Entire guest suite,55,2,280,3.08,90,t,f
24039394,Oasis in the City (Near Bexley),Neighborhood highlights,39.94292,-82.91537,Entire home/apt,Entire home,128,2,118,1.38,49,f,f
24156011,The Short North Nest,Neighborhood highlights,39.974667,-83.003471,Entire home/apt,Entire loft,135,2,311,3.47,70,t,f
24160659,Clintonville Contemporary 3 Bedroom Home,Neighborhood highlights,40.034386,-83.012741,Entire home/apt,Entire home,141,2,104,1.16,131,f,f
24276483,Airport/ Mount Carmel East,Neighborhood highlights,39.97491,-82.84335,Private room,Private room in home,100,1,108,1.21,38,t,f
24306117,Short North Modern & Rustic Downtown Townhome,Neighborhood highlights,39.98953,-82.99696,Entire home/apt,Entire home,135,1,903,10.19,340,t,f
24467145,German Village Weekend Retreat on Schiller Park,Neighborhood highlights,39.94468,-82.99285,Entire home/apt,Entire home,500,2,35,0.39,52,f,f
24599205,Michaelangelo's,Neighborhood highlights,40.01385,-83.00122,Entire home/apt,Entire rental unit,55,30,19,0.21,105,f,f
24678009,Flowing King Lincoln Home Close to Downtown,Neighborhood highlights,39.96952,-82.9685,Entire home/apt,Entire home,255,30,206,2.32,265,t,f
24943318,8 min drive to OSU | Free Laundry | Walk to Shops,Neighborhood highlights,39.98602,-83.03505,Entire home/apt,Entire rental unit,111,1,291,3.24,174,t,t
25801573,"Lots of light! Walk to OSU, Short North (A)",Neighborhood highlights,39.9906,-83.00828,Entire home/apt,Entire rental unit,150,30,72,0.81,365,t,f
25858734,Eclectic Carriage House in a Vibrant Neighborhood,Neighborhood highlights,39.9823,-83.00838,Entire home/apt,Entire home,135,7,235,2.65,10,t,f
25917984,The Level Two Studio @ OSU & Short North,Neighborhood highlights,39.98948,-83.01094,Entire home/apt,Entire rental unit,79,2,422,4.76,165,t,f
26368947,Private Room with Fireplace; Free Parking Near OSU,Neighborhood highlights,39.98744,-83.01339,Private room,Private room in home,74,1,79,0.91,355,t,f
26428080,Private Room; Short North/OSU; Free Parking,Neighborhood highlights,39.98884,-83.01142,Private room,Private room in home,69,1,91,1.04,360,t,f
26717456,Columbus Clean  Cozy Close to Everything sleeps 12,Neighborhood highlights,40.01673,-82.98686,Entire home/apt,Entire home,172,2,147,1.74,355,f,f
27341208,Gem of German Village,Neighborhood highlights,39.95178,-82.98712,Entire home/apt,Entire condo,108,1,435,4.99,133,t,f
27370485,Terry's Private Rustic Home/ Airport/City & Easton,Neighborhood highlights,39.992,-82.93106,Entire home/apt,Entire home,86,1,508,5.93,253,f,f
27524416,Mike & Allen's Place on the Park,Neighborhood highlights,39.96269,-82.95391,Private room,Private room in home,161,1,105,1.24,340,t,t
27720723,Mike & Allen's Place on the Park-Too,Neighborhood highlights,39.96375,-82.95444,Private room,Private room in home,161,1,196,2.27,360,t,t
27786833,Historic Comfy German Village Haus sleeps6/petsOK,Neighborhood highlights,39.94562,-82.99091,Entire home/apt,Entire cottage,119,1,564,6.68,324,t,t
27806768,Ocean View! - SNO,Neighborhood highlights,39.9855,-83.00446,Private room,Private room in townhouse,86,1,448,5.19,179,t,f
27831822,Beachfront Property! - SNO,Neighborhood highlights,39.98408,-83.00328,Entire home/apt,Entire townhouse,104,2,18,0.21,148,t,f
27907197,Welcome! | Shared Home | Private room |,Neighborhood highlights,40.00983,-83.14671,Private room,Private room in condo,53,3,93,1.08,284,t,f
27927319,Vic Village *Great Location! *3 Queen *OSU 1/2mi,Neighborhood highlights,39.98791,-83.01242,Entire home/apt,Entire place,166,2,355,4.28,230,t,f
28008219,Chic Urban Living near OSU and the Short North (D),Neighborhood highlights,39.99053,-83.00877,Entire home/apt,Entire rental unit,95,30,93,1.08,343,t,f
28310651,The Short North Retreat - Private Parking!!!,Neighborhood highlights,39.98173,-83.00412,Entire home/apt,Entire rental unit,95,2,485,5.65,307,t,f
28353911,The Clintonville Red House,Neighborhood highlights,40.05273,-83.01658,Entire home/apt,Entire home,152,2,228,2.69,68,f,f
28506061,Gray Room - Olde Towne/Franklin Park-Historic,Neighborhood highlights,39.96031,-82.95052,Private room,Private room in home,67,1,401,4.76,348,t,f
28540036,"Comfy near downtown, stadium, convention ctr",Neighborhood highlights,39.95532227,-83.03162384,Entire home/apt,Entire townhouse,105,2,43,0.51,266,t,f
28544932,Wincott Place - A Clintonville Gem,Neighborhood highlights,40.0605,-83.00787,Entire home/apt,Entire home,187,1,257,3.01,328,f,f
28563372,Refurbished Duplex Apartment in Historic Italian Village,Neighborhood highlights,39.98007,-83.00102,Entire home/apt,Entire rental unit,115,2,485,5.71,208,t,f
28640445,Spacious 1BR - Great Location @ Grandview & OSU!,Neighborhood highlights,39.98985,-83.03976,Entire home/apt,Entire rental unit,75,2,351,4.13,170,t,f
28960931,Cozy Short North Brick Condo - 1 block off High St,Neighborhood highlights,39.98042,-83.00834,Entire home/apt,Entire condo,252,2,100,1.21,70,t,t
29030170,Cozy place nestled in the heart of short north,Neighborhood highlights,39.98229,-83.00763,Private room,Private room in guesthouse,138,2,66,0.91,176,f,f
29059682,"Remodel+ 2 King Beds, 3 Min to OSU, Great Kitchen",Neighborhood highlights,40.03078,-83.02186,Entire home/apt,Entire home,179,2,138,1.63,331,t,f
29213687,"4 bedrooms, walk to OSU and downtown (E)",Neighborhood highlights,39.9894,-83.0066,Entire home/apt,Entire rental unit,184,30,144,1.71,163,t,f
29752166,Fantastic Hidden Gem In Quiet Neighborhood,Neighborhood highlights,40.06501,-83.01242,Entire home/apt,Entire home,88,1,408,4.97,343,t,f
29801073,Spacious 3 BR | Walk to OSU | Good for Families!,Neighborhood highlights,40.00833,-83.00288,Entire home/apt,Entire home,155,2,130,1.68,228,t,f
29900406,The Short North Carriage House-Private Parking!!!,Neighborhood highlights,39.97854,-83.00968,Entire home/apt,Entire loft,94,2,460,5.49,280,t,f
29906924,Renovated Old Oaks Home Near Downtown & Nationwide,Neighborhood highlights,39.94856,-82.96987,Entire home/apt,Entire home,119,2,31,0.39,355,f,f
29907600,Cozy Rear Single Room Near Downtown & Nationwide,Neighborhood highlights,39.95,-82.96854,Private room,Private room in home,34,1,90,1.1,355,f,f
29941638,Traditional B&B Queen Room • Walk to Convention,Neighborhood highlights,39.97718,-83.00202,Private room,Private room in bed and breakfast,192,1,6,0.16,330,f,t
29993076,Cozy and stylish getaway centrally located!!!!,Neighborhood highlights,40.08143,-82.9174,Entire home/apt,Entire rental unit,68,30,15,0.34,144,f,f
30013525,Cozy & Comfy 1 Bedroom,Neighborhood highlights,40.07431,-82.97179,Private room,Private room in home,61,2,196,2.41,45,f,f
30310415,1stFL Suite *High St .2mi  *GameRm *5 BR *Parking,Neighborhood highlights,39.97794,-83.0004,Entire home/apt,Entire home,208,1,208,2.78,233,t,f
30338017,Large Groups *Game Rm *5 Queen/1 King *OSU 1/2mi,Neighborhood highlights,39.98745,-83.01163,Entire home/apt,Entire home,559,2,231,2.8,226,t,f
30676426,Spacious Front Bedroom Near Nationwide & Downtown,Neighborhood highlights,39.9502,-82.96843,Private room,Private room in home,42,1,64,0.79,365,f,f
30760809,Lovely room in a quiet court,Neighborhood highlights,40.10151,-82.98104,Private room,Private room in home,42,5,92,1.14,48,t,f
30786971,"Livingston Hideaway - Off Street Parking, 3 BR",Neighborhood highlights,39.95005,-82.97323,Entire home/apt,Entire home,102,2,496,6.05,152,t,f
31042220,Comfy Queen bed and full bed - four guests,Neighborhood highlights,39.95532227,-83.03162384,Private room,Private room in townhouse,52,2,5,0.06,40,t,f
31042631,Comfy queen bed,Neighborhood highlights,39.95532227,-83.03162384,Private room,Private room in townhouse,40,2,14,0.17,40,t,f
31058112,Comfortable Middle Room Near Nationwide & Downtown,Neighborhood highlights,39.94936,-82.97075,Private room,Private room in home,42,1,67,0.82,365,f,f
31339875,“Exclusive 3 Bedroom” Historical Columbus Home,Neighborhood highlights,39.96831,-82.96539,Entire home/apt,Entire home,126,2,287,3.53,332,t,f
31531402,Cheerful 3 Bedroom Home in Historic German Village,Neighborhood highlights,39.94744,-82.99131,Entire home/apt,Entire home,161,1,115,2.65,228,t,f
31708577,2 Bedroom House - Short North / Italian Village,Neighborhood highlights,39.98119,-83.00052,Entire home/apt,Entire home,180,2,66,1.56,344,t,t
31858701,"Newly renovated, spacious home in Central Columbus",Neighborhood highlights,40.07132,-83.06675,Entire home/apt,Entire home,419,2,215,2.67,337,t,f
31900971,Minutes to OSU Stadium | Free Laundry | Quiet Area,Neighborhood highlights,39.9858,-83.03649,Entire home/apt,Entire rental unit,86,1,148,1.85,350,t,t
32015969,Grab a Slice of History at a Characterful Industri,Neighborhood highlights,39.98497,-83.00011,Entire home/apt,Entire rental unit,94,2,391,4.83,308,t,f
32035594,Enjoy Radiant Home and German Village,Neighborhood highlights,39.94496,-82.98802,Entire home/apt,Entire townhouse,179,2,114,1.43,148,t,f
32041307,Industrial Chic Apartment in Re-Purposed Factory,Neighborhood highlights,39.98481,-83.00012,Entire home/apt,Entire rental unit,94,2,340,4.21,308,t,f
32086535,Clintonville Ravine Cape Cod,Neighborhood highlights,40.04535,-83.00696,Private room,Private room in home,117,2,33,0.41,118,t,f
32268423,Ravine Retreat,Neighborhood highlights,40.04654,-83.00662,Private room,Private room in home,59,2,97,1.21,115,t,f
32288769,Angler Room,Neighborhood highlights,40.04698,-83.00549,Private room,Private room in home,59,2,83,1.04,120,t,f
32338404,"Victorian Apt w/ Free Parking, Walk to Short North",Neighborhood highlights,39.98302,-83.01316,Entire home/apt,Entire condo,84,1,322,4.16,336,f,t
32406632,Nice home near downtown Columbus,Neighborhood highlights,39.94709,-82.98642,Entire home/apt,Entire home,146,1,228,2.85,252,t,f
32814973,The Aerie,Neighborhood highlights,39.9604,-82.97671,Entire home/apt,Entire rental unit,59,1,349,4.4,79,t,t
33196934,Spacious 3BR Near OSU | New Kitchen & Luxe Showers,Neighborhood highlights,40.0139,-83.00074,Entire home/apt,Entire rental unit,88,2,245,3.3,75,f,f
33290325,The Little Yellow House,Neighborhood highlights,40.06892,-83.07445,Entire home/apt,Entire home,151,2,192,2.51,243,t,f
33544946,Small & Cozy Two Bedroom Urban Home,Neighborhood highlights,39.94703,-82.95486,Entire home/apt,Entire home,74,2,129,2.71,263,f,t
33688809,TRENDY 3 Bd in German/Merion Village,Neighborhood highlights,39.93729,-82.99499,Entire home/apt,Entire home,151,1,462,5.89,167,t,f
33908109,The Rock House,Neighborhood highlights,39.9858,-82.93472,Entire home/apt,Entire guest suite,91,2,187,2.4,327,t,t
33957259,Victorian Downtown home in Olde Towne East,Neighborhood highlights,39.96068,-82.96569,Entire home/apt,Entire townhouse,136,2,175,2.24,339,t,t
33965806,Renovated Historic House on Quiet Brick Street,Neighborhood highlights,39.98071,-82.99893,Entire home/apt,Entire home,221,2,64,1.72,325,t,f
34055994,★King’s Landing Duplex close to OSU/Short North ★,Neighborhood highlights,39.99434,-82.99741,Entire home/apt,Entire townhouse,111,2,238,3.3,347,t,f
34180725,Quaint gem in the heart of a vibrant hip community,Neighborhood highlights,39.93502,-82.98823,Private room,Private room in home,45,30,65,0.88,173,t,t
